nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
COLLYBIE À LAMES LARGES,Champignon à rejeter,"2 à 15 cm, brun-beige à gris-brun, à nettes et fines rayures radiales.",,"Échancrées, blanchâtres, larges et espacées, molles","4 à 12 cm, blanchâtre à gris-brun pâle. Longs et épais filaments blancs à la base.","Blanche, mince",Faible,Douce,"Sous les feuillus, sur le bois mort ou les souches",Mai > Novembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,15.0,4.0,12.0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COLLYBIE À PIED VELOUTÉ,Les bons champignons,"1 à 8 cm, jaune orangé à brun-roux orangé, visqueux, à bord plus pâle",,"Adnées, espacées, blanches à crème puis jaunâtres.","2 à 13 cm, velouté, jaune au sommet, brunnoir à la base.",Crème et mince,Faible,Douce,"Sur le bois de feuillus, en touffe",Septembre > Février,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,8.0,2.0,13.0,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
COLLYBIE BEURRÉE,Champignon à rejeter,"3 à 8 cm, gras au toucher (beurré !), avec un mamelon plus sombre au centre, brun beige à brun-noir, pâlissant pour devenir beige pâle en séchant",,"Échancrées, serrées, blanches ou crème","4 à 9 cm, beige à brun-roux, en massue et strié de blanc à la base, creux et mou avec l’âge.",Blanchâtre,"Faible, de rance",Douce,Forêts de feuillus et de conifères,Juillet > Décembre,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,8.0,4.0,9.0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COLLYBIE DES CHÊNES,Champignon à rejeter,"1 à 6 cm, lisse, roux orangé, pâlissant pour devenir ocre crème en séchant, plus sombre au centre.",,"Échancrées, serrées, blanches ou crème.","2 à 9 cm, fauve orangé à ocre ou blanchâtre, lisse et mince.","Blanche, mince","Faible, agréable",Douce,Surtout les forêts de feuillus,Mai > Octobre,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,6.0,2.0,9.0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COLLYBIE GUÊTRÉE,Champignon à rejeter,"2 à 7 cm, jaune à brun-roux, finement ridé, à bord retombant, pâlissant en séchant .",,"Échancrées, espacées, jaunes puis brunâtres.","3 à 8 cm, coriace, jaune à brun-jaune, recouvert à la base de poils jaunes vifs à crème-jaunâtre .",Blanche,"Faible, de vinaigre en froissant le chapeau.","Piquante, poivrée",Surtout forêts de feuillus,Juin > Novembre,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,7.0,3.0,8.0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
COLLYBIE RADICANTE,Champignon à rejeter,"3 à 15 cm, lisse puis ridé, visqueux, beige jaunâtre à brun foncé.",,"Adnées ou échancrées, espacées, blanches puis crème.","6 à 25 cm, ocre brun et blanc au sommet, renflé et souvent torsadé à la base, prolongé par une longue « racine » profondément enterrée.","Blanche, mince",Faible,Douce,"Sous les feuillus, surtout les hêtres",Juin > Octobre,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,15.0,6.0,25.0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
COLLYBIE VISQUEUSE,Champignon à rejeter,"2 à 15 cm, blanc pur à crème, très visqueux à gluant, à bord translucide et strié.",,"Adnées, espacées, blanches.","3 à 10 cm, visqueux, blanc, strié au sommet, avec un anneau membraneux blanc puis brunâtre.","Mince, blanchâtre","Faible, Agréable",Douce,"Sur le bois de hêtre mort, souvent en touffe",Août > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,15.0,3.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1
COPRIN CHEVELU,Les excellents champignons,"5 à 20 cm, cylindrique puis en cloche, blanc puis noircissant à partir du bas, couvert de mèches blanches.",,"Ascendantes et libres, blanches puis roses et enfin noires, très déliquescentes.","5 à 30 cm, blanc, creux et fragile, avec un anneau mince.","Blanche, très déliquescente",Faible,Douce,"Dans les prés, au bord des routes, lisières de bois",Avril > Novembre,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,20.0,5.0,30.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
COPRIN DISSÉMINÉ,Champignon à rejeter,"0,5 à 1,5 cm, vite en cloche, beige à ocre roux puis gris, finement velouté et fortement strié.",,"Libres, blanches puis gris-brun à noirâtres.","0,5 à 5 cm, blanchâtre, velouté",Mince,Faible,,"Sur les souches de feuillus, en colonie",Mai > Octobre,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1.5,0.5,5.0,0,0,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COPRIN MICACÉ,Champignon à rejeter,"1 à 5 cm, en cloche, sillonné, brun-roux à fauve, plus pâle au bord, saupoudré de fines paillettes brillantes (comme du mica).",,"Ascendantes et libres, blanches puis noires et déliquescentes.","2 à 10 cm, blanchâtre, velouté",Blanche,Faible,Douce,Sur les souches ou le bois mort,Mai > Novembre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,5.0,2.0,10.0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
COPRIN NOIR D’ENCRE,Les champignons toxiques,"2 à 8 cm, en œuf puis conique, gris argenté à gris-brun, aspect givré, à bord irrégulier et relevé à maturité.",,"Ascendantes et libres, blanches puis grisâtres et enfin noir d’encre, très déliquescentes.","3 à 15 cm, blanc puis taché de noir","Blanche, très déliquescente",Faible,Douce,"Pelouses, au bord des chemins, lisières de bois",Avril > Novembre,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,8.0,3.0,15.0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
COPRIN PIE,Champignon à rejeter,"4 à 12 cm, cylindrique puis conique, d’abord couvert d’un voile blanc se fissurant sur fond beige puis brun à noirâtre.",,"Ascendantes et libres, blanches puis noir d’encre, très déliquescentes.","5 à 30 cm, blanc et floconneux, fragile, renflé à la base.","Blanchâtre, très déliquescente","Désagréable, de bitume",Douce mais désagréable,"Forêts de feuillus, surtout sous les hêtres",Août > Octobre,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,4.0,12.0,5.0,30.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
CORTINAIRE BLANC-VIOLET,Champignon à rejeter,"3 à 10 cm, aspect soyeux, bleu-violet à violacé pâle, se décolorant par le centre pour devenir ochracé.",,"Échancrées, assez serrées, gris violacé puis ochracées.","5 à 10 cm, de même couleur que le chapeau, en massue à la base.",Blanchâtre à violacée,Faible,Douce,"Forêts de feuillus, surtout sous les bouleaux.",Août > Novembre,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,5.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
CORTINAIRE CAMPHRÉ,Champignon à rejeter,"3 à 10 cm, lilas pâle à gris-bleu pâle, se colorant d’ochracé à partir du centre.",,"Violettes puis brun-rouille, peu serrées.","4 à 10 cm, cylindrique, blanchâtre à lilas pâle puis jaunissant.","Violacée, puis jaune ochracé","Forte, de corne brûlée",Douce,"Forêts de conifères, surtout en montagne.",Août > Novembre,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,4.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE CANNELLE,Champignon à rejeter,"2 à 4 cm, brun-jaune à brun-rouge, sec et finement feutré, mamelonné, à bord mince et souvent jaune.",,"Échancrées, orange-cannelle","2 à 8 cm, jaune cuivré",Jaune à jaune verdâtre,"Faible, iodée",Douce,Forêts de feuillus et de conifères,Août > Octobre,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,4.0,2.0,8.0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE COULEUR DE ROCOU,Les champignons mortel,"3 à 10 cm, fauve roussâtre à brun-rouille ou brun orangé, sec et feutré.",,"Échancrées, espacées, orangées à brun rouille vif.","4 à 10 cm, lisse, aminci vers la base, jaune roussâtre.","Crème à jaunâtre, ou rouille","Faible, de radis",Douce,Forêts de feuillus,Septembre > Novembre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,4.0,10.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE REMARQUABLE,Les bons champignons,"5 à 20 cm, brun violacé à brun-pourpre, fortement ridé sur le bord, visqueux, avec quelques plaques de voile blanc.",,Blanchâtres puis violacées à brun-rouille.,"5 à 15 cm, en massue à la base, blanchâtre ou violet pâle, strié de brunâtre.",Blanche agréable,"Faible, agréable",Douce,Forêts de feuillus,Septembre > Novembre,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5.0,20.0,5.0,15.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE SANGUIN,Champignon à rejeter,"2 à 5 cm, rouge sang sombre, plutôt plat",,"Échancrées, rouge sang sombre","3 à 9 cm, cylindrique, rouge sang plus clair que le chapeau ou rouge rosé",Rouge sang à rouge rosé,"Faible, de radis ou de bois de crayon",Douce,"Sous les épicéas, surtout en montagne",Août > Octobre,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,5.0,3.0,9.0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE TRÈS JOLI,Les champignons mortel,"3 à 10 cm, sec, feutré, d’abord conique puis mamelonné, roux orangé à brun roussâtre",,"Échancrées, espacées, orangées à brun rouille vif","5 à 12 cm, légèrement en massue à la base, chiné de jaune roussâtre","Crème à jaunâtre, ou rouille","Faible, de radis",Douce,"Forêts de conifères, surtout les épicéas",Août > Octobre,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,5.0,12.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE VARIÉ,Les bons champignons,"3 à 12 cm, ocre jaune à jaune orangé vif, plus sombre au centre, visqueux jeune puis vite sec.",,"Échancrées, serrées, lilas assez vif puis brunâtres.","4 à 10 cm, blanc, un peu en massue à la base.","Blanche, ferme",Faible,Douce,"Forêts de conifères, sous les épicéas",Août > Novembre,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,12.0,4.0,10.0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CORTINAIRE VIOLET,Les champignons mediocres,"3 à 15 cm, bleu-violet à violet foncé vif, nettement velouté",,"Adnées à échancrées, d’abord violettes puis brun ochracé","5 à 12 cm, en massue à la base, violet chiné",Violette,"Nette, de crayon à papier ou de thym",Douce,Forêts de feuillus,Août > Octobre,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,15.0,5.0,12.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTOLOME EN BOUCLIER,Les bons champignons,"2 à 10 cm, conique puis nettement mamelonné, brun à brun-gris, plus pâle en séchant.",,"Échancrées, assez espacées, blanches ou grises puis roses à maturité.","3 à 12 cm, ferme, blanchâtre à grisâtre ou crème brunâtre.","Blanchâtre à grisâtre, épaisse et ferme.","Forte, farineuse",Farineuse,"Haies de rosacées (aubépines, églantiers, fruitiers…)",Mars > Juin,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2.0,10.0,3.0,12.0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENTOLOME LIVIDE,Les champignons toxiques,"3 à 20 cm, charnu, à l’aspect soyeux, gris clair à crème jaunâtre",,"Adnées à échancrées, plutôt espacées, jaune de beurre puis rosâtres à maturité.","6 à 18 cm, épais et ferme, souvent en massue à la base, blanc puis crème.",Blanche,Farineuse,Farineuse,Forêts de feuillus,Août > Novembre,1,0,1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,20.0,6.0,18.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
