nom,statut,chapeau,pores,lames,pied,chair,odeur,saveur,habitat,saison,a_un_chapeau,a_des_pores,a_des_lames,a_un_pied,a_de_la_chair,chapeau_couleur_blanc,chapeau_couleur_brun,chapeau_couleur_jaune,chapeau_couleur_rouge,chapeau_couleur_orange,chapeau_couleur_rose,chapeau_couleur_gris,chapeau_couleur_noir,chapeau_couleur_vert,chapeau_couleur_bleu,chapeau_couleur_violet,chapeau_couleur_ocre,chapeau_couleur_roux,chapeau_texture_lisse,chapeau_texture_meches,chapeau_texture_floconneux,chapeau_texture_visqueux,chapeau_texture_velours,chapeau_texture_ecailleux,chapeau_texture_craquele,chapeau_texture_strie,pores_couleur_blanc,pores_couleur_brun,pores_couleur_jaune,pores_couleur_rouge,pores_couleur_orange,pores_couleur_rose,pores_couleur_gris,pores_couleur_noir,pores_couleur_vert,pores_couleur_bleu,pores_couleur_violet,pores_couleur_ocre,pores_couleur_roux,pores_attache_libres,pores_attache_adnees,pores_attache_decurrentes,pores_attache_echancrees,pores_attache_serrees,pores_attache_espacees,lames_couleur_blanc,lames_couleur_brun,lames_couleur_jaune,lames_couleur_rouge,lames_couleur_orange,lames_couleur_rose,lames_couleur_gris,lames_couleur_noir,lames_couleur_vert,lames_couleur_bleu,lames_couleur_violet,lames_couleur_ocre,lames_couleur_roux,lames_attache_libres,lames_attache_adnees,lames_attache_decurrentes,lames_attache_echancrees,lames_attache_serrees,lames_attache_espacees,pied_couleur_blanc,pied_couleur_brun,pied_couleur_jaune,pied_couleur_rouge,pied_couleur_orange,pied_couleur_rose,pied_couleur_gris,pied_couleur_noir,pied_couleur_vert,pied_couleur_bleu,pied_couleur_violet,pied_couleur_ocre,pied_couleur_roux,pied_texture_lisse,pied_texture_meches,pied_texture_floconneux,pied_texture_visqueux,pied_texture_velours,pied_texture_ecailleux,pied_texture_craquele,pied_texture_strie,pied_morpho_anneau,pied_morpho_volve,pied_morpho_bulbe,pied_morpho_massue,pied_morpho_creux,pied_morpho_elance,pied_morpho_cylindrique,pied_morpho_reseau,chair_couleur_blanc,chair_couleur_brun,chair_couleur_jaune,chair_couleur_rouge,chair_couleur_orange,chair_couleur_rose,chair_couleur_gris,chair_couleur_noir,chair_couleur_vert,chair_couleur_bleu,chair_couleur_violet,chair_couleur_ocre,chair_couleur_roux,chair_consistance_ferme,chair_consistance_tendre,chair_consistance_molle,chair_consistance_cassante,chair_consistance_elastique,chair_consistance_epaisse,chair_consistance_fibreuse,chair_consistance_spongieuse,odeur_type_anise,odeur_type_phenol,odeur_type_iode,odeur_type_radis,odeur_type_farine,odeur_type_amande,odeur_type_terre,odeur_type_fruitee,odeur_type_desagreable,saveur_type_douce,saveur_type_amere,saveur_type_acide,saveur_type_piquante,saveur_type_poivree,saveur_type_iodee,saveur_type_desagreable,saveur_type_sans_saveur,chapeau_taille_min_cm,chapeau_taille_max_cm,pied_taille_min_cm,pied_taille_max_cm,saison_mois_01,saison_mois_02,saison_mois_03,saison_mois_04,saison_mois_05,saison_mois_06,saison_mois_07,saison_mois_08,saison_mois_09,saison_mois_10,saison_mois_11,saison_mois_12,habitat_type_feuillus,habitat_type_coniferes,habitat_type_foret,habitat_type_prairies,habitat_type_clairieres,habitat_type_lisieres,habitat_type_jardins,habitat_type_bois,habitat_type_chenes,habitat_type_hetres,habitat_type_pins,habitat_type_bouleaux,habitat_type_chataigniers,habitat_type_charmes,habitat_type_melezes,habitat_type_bois_morts
FAUSSE-GIROLLE,Champignon à rejeter,"2 à 8 cm, jaune à orangé vif, mat et velouté. Le centre est souvent plus foncé.",,"Décurrentes, serrées et fourchues, jaunes à orangé vif, se détachant facilement du chapeau.","2 à 6 cm, de même couleur que le chapeau","Jaune orangé, molle",Faible,Douce,Forêts de conifères,Septembre > Décembre,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,8.0,2.0,6.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
FAUX-CLITOCYBE LUMINEUX,Les champignons toxiques,"4 à 15 cm, vite en entonnoir, lisse et à fines rayures radiales, jaune orangé vif à roux.",,"Décurrentes, serrées, jaunes à jaune orangé.","5 à 15 cm, de même couleur que les lames, fibreux.","Jaune à jaune orangé, ferme",Agréable,Douce,"Sur les souches de feuillus, en touffe",Août > Novembre,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,15.0,5.0,15.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FAUX-HYDNE GÉLATINEUX,Les champignons mediocres,"2 à 6 cm, gélatineux et presque plat, blanc à gris-brun",,,Court / latéral,"Translucide, gélatineuse",Faible,Douce,Bois mort de conifères,Juillet > Décembre,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
FLEUR DE TAN,Champignon à rejeter,"Mousse de forme irrégulière (2 à 10 cm), jaune vif, molle, ressemblant à des œufs mimosa.",,,Absent,"Jaune vif et molle, puis plus dure et noire à l’intérieur. Pulvérulente à maturité.",Sans particularité,Sans particularité,Sur les feuilles et le bois mort,Du printemps à l’automne,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GALÈRE MARGINÉE,Les champignons mortel,"1 à 5 cm, lisse, gras au toucher, fauve, brun orangé puis jaune ochracé, à bord plus ou moins strié",,"Adnées, crème puis ochracées","2 à 8 cm, crème à ocre au sommet, plus sombre en bas, avec un petit anneau ocre à brunâtre.",Jaunâtre à ochracée,"Faible, farineuse","Douce, farineuse",Débris et bois mort de conifères,Septembre> Décembre,1,0,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1.0,5.0,2.0,8.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GÉASTRE À TROIS COUCHES,Champignon à rejeter,"D’abord en boule, puis s’ouvre en étoile (3 à 10 cm) et se craquelle pour former une couronne autour de la boule centrale (1 à 4 cm). Ouverture au sommet cerclé d’une aréole pour laisser s’échapper les spores.",,,Absent,Blanche puis brune,"Faible, de caoutchouc",Amère,Forêts de feuillus et de conifères,Été et automne,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3.0,10.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GÉASTRE SESSILE,Champignon à rejeter,"D’abord en boule, puis s’ouvre en étoile (2 à 6 cm) autour de la boule centrale (1 à 4 cm), les branches s’enroulant vers l’arrière. Ouverture conique au sommet pour laisser s’échapper les spores sous la forme d’une poussière brune.",,,Absent,Blanche puis brune,"Faible, de caoutchouc",Douce,"Sous les feuillus ou les conifères, surtout sur les sols calcaires",Surtout en automne,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GIROLLE,Les excellents champignons,"3 à 10 cm, plat puis en entonnoir, charnu, jaune vif uniforme, à bord ondulé.",,,"2 à 7 cm, charnu, jaune",Blanche ou jaunâtre,"Forte, de mirabelle ou d’abricot",Douce,Forêts de feuillus et de conifères,Juin > Novembre,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,2.0,7.0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GOMPHIDE GLUTINEUX,Les champignons mediocres,"4 à 10 cm, très visqueux, gris-brun, brun chocolat à brun violacé, se tachant de noirâtre.",,"Décurrentes, espacées, blanchâtres puis gris noirâtre.","5 à 11 cm, blanc au sommet, jaune vif à la base, noircissant avec l’âge.","Blanche, jaune vers la base",Faible,Douce,"Forêts de conifères, sous les épicéas",Août > Octobre,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4.0,10.0,5.0,11.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
GOMPHIDE ROSE,Champignon à rejeter,"3 à 7 cm, visqueux puis sec, rouge-rose vif à rose pâle, se tachant de noirâtre",,"Décurrentes, espacées, blanchâtres puis gris noirâtre.","2 à 7 cm, blanc au sommet, teinté de jaune et de noir à la base",Blanche,Faible,Douce,"Forêts de conifères, uniquement sous les pins",Août > Octobre,1,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,7.0,2.0,7.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
GOMPHIDE RUTILANT,Champignon à rejeter,"3 à 10 cm, visqueux puis sec, brun-rouge à brun vineux ou cuivré, avec un mamelon central.",,"Décurrentes, espacées, ochracées à rouille, brun-rouge, puis brun noirâtre.","4 à 10 cm, de même couleur que le chapeau, chiné de brun-rouge.",Jaune orangé,Faible,Douce,"Forêts de conifères, surtout sous les pins",Juillet > Novembre,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,10.0,4.0,10.0,0,0,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
GUÉPINIE ROUSSE,Les champignons mediocres,"En forme d’oreille, de cornet ou d’entonnoir fendu (3 à 15 cm), orangée à rouge pâle, molle et gélatineuse. Surface lisse et mate, poudrée de blanchâtre sur le dessus.",,,"Très court, plus pâle","Rosâtre, translucide et épaisse, gélatineuse.",Faible,Douce,"En montagne, sur le bois pourri de conifères.",Juillet > Octobre,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,15.0,0.0,0.0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GYMNOPILE PÉNÉTRANT,Les champignons toxiques,"1 à 5 cm, lisse, ocre jaune, jaune orangé à roux",,"Échancrées, jaune vif puis rouille","2 à 6 cm, crème à ocre jaune, brunâtre à la base",Crème à ocre,Faible,Amère,Débris et bois mort de conifères,Septembre > Décembre,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,5.0,2.0,6.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
GYMNOPILE REMARQUABLE,Les champignons toxiques,"2 à 25 cm, ocre roux à fauve orangé vif, se couvrant de petites écailles avec l’âge",,"Échancrées, serrées, jaune pâle puis rouille","5 à 15 cm, ferme, de même couleur que le chapeau, avec un large anneau coloré de rouille sur le dessus",Jaune à ochracée,"Variable mais agréable, acidulée",Très amère,"Sur le bois de feuillus, en touffe",Août > Octobre,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2.0,25.0,5.0,15.0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HÉBÉLOME BELLE-HÉLÈNE,Champignon à rejeter,"4 à 10 cm, visqueux puis mat, beige à brunâtre avec des reflets rosâtres, à bord souvent cannelé",,"Échancrées, serrées, beiges à brunâtres","6 à 15 cm, floconneux au sommet, crème puis brunissant à la base",Blanchâtre à beige,"De cacao, de poire au chocolat (poire Belle-Hélène)",Douce ou amère,"Forêts de conifères, surtout sous les pins",Août > Octobre,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,10.0,6.0,15.0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
HÉBÉLOME CROÛTE-DE-PAIN,Les champignons toxiques,"4 à 10 cm, charnu, visqueux, lisse, blanchâtre à beige ou ocre pâle, parfois beige roussâtre au centre",,,"3 à 10 cm, blanchâtre, finement floconneux, souvent en massue ou avec un bulbe à la base",,"Forte, de radis",Douce ou un peu amère,Forêts de feuillus et de conifères,Août > Octobre,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,4.0,10.0,3.0,10.0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HÉBÉLOME RADICANT,Champignon à rejeter,"3 à 10 cm, un peu visqueux puis sec, crème à brunâtre ou brun-ocre, souvent avec petites écailles brunâtres.",,,"5 à 11 cm, crème à brunâtre, longue racine à la base profondément enterrée, avec un anneau brunâtre souvent déchiqueté.",Blanche,"Forte, d’amande amère",Un peu amère,"Forêts de feuillus, surtout sous hêtres",Août > Novembre,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,3.0,10.0,5.0,11.0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HELVELLE CRÉPUE,Les champignons toxiques,"Irrégulier et lobé, en forme de selle (3 à 6 cm), très fin, blanchâtre à crème sur le dessus, ocre gris en dessous",,,"Blanc, creux, côtelé (3 à 10 cm)","Blanche, élastique",Faible,Douce,"Bois clairs de feuillus, lisières de bois",Juillet > Novembre,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,6.0,3.0,10.0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
HELVELLE LACUNEUSE,Les champignons toxiques,"Irrégulier et lobé, en forme de selle (3 à 6 cm), gris pâle à gris noirâtre",,,"Gris pâle à gris noirâtre, creux, côtelé à alvéolé (3 à 8 cm)","Grisâtre, fine, cassante",Faible,Douce,"Bois clairs de feuillus, lisières de bois",Juin > Octobre,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3.0,6.0,3.0,8.0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
HYGROPHORE À ODEUR AGRÉABLE,Champignon à rejeter,"2 à 9 cm, lisse, un peu visqueux, gris perle à gris olive, plus pâle au bord, parfois presque blanc.",,,"3 à 8 cm, blanc, finement floconneux",Blanche,"Nette, de colle blanche ou d’amande amère",Douce,Forêts de conifères,Septembre > Octobre,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2.0,9.0,3.0,8.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
HYGROPHORE BLANC DE NEIGE,Les champignons mediocres,"2 à 5 cm, blanc pur, à bord strié, un peu visqueux, parfois mamelonné et ocre crème au centre.",,"Très décurrentes, très espacées, blanches","2 à 6 cm, blanc, parfois rosé à la base",Blanche,Faible,Douce,"Prairies, jardins, pelouses",Octobre > Janvier,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,5.0,2.0,6.0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
HYGROPHORE BLANC D’IVOIRE,Champignon à rejeter,"2 à 6 cm, très visqueux, lisse, blanc ivoire, au centre un peu plus foncé en vieillissant.",,,"3 à 10 cm, blanc, finement granuleux au sommet, un peu visqueux ou gluant vers la base",,"Agréable, de mandarine ou de Scotch",Douce,"Forêts de feuillus, surtout sous les hêtres",Septembre > Novembre,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2.0,6.0,3.0,10.0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HYGROPHORE CONIQUE,Champignon à rejeter,"1 à 4 cm, très conique voire pointu, à bord irrégulier et strié, jaune orangé vif à rouge tomate, noircissant en vieillissant.",,,"3 à 9 cm, jaune à orangé, très noircissant","Jaune, noircissante",Faible,Douce,"Pelouses, prairies, au bord des routes",Septembre > Décembre,1,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1.0,4.0,3.0,9.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
HYGROPHORE DES BOIS,Les bons champignons,"3 à 12 cm, sec, assez charnu, ocre fauve, parfois à reflets rosâtres, au bord plus pâle (crème).",,"Décurrentes, assez espacées, crème","2 à 10 cm, sec, ferme, nettement fibrilleux, en pointe à la base, blanc à crème",Blanche,Farineuse,"Douce, farineuse","Forêts de feuillus, surtout sous les chênes",Septembre > Décembre,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3.0,12.0,2.0,10.0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
